TimeH,R1H,T1H,R2H,T2H,TimeI,R1I,T1I,R2I,T2I
6138.110056,1.03E-11,2.46E-05,1.05E-11,2.43E-05,6122.793165,7.72E-12,2.39E-11,1.50E-11,2.30E-11
6139.077781,1.03E-11,2.43E-05,1.08E-11,2.41E-05,6123.754279,7.50E-12,2.36E-11,1.52E-11,2.36E-11
6140.045679,1.08E-11,2.49E-05,1.08E-11,2.44E-05,6124.726291,7.59E-12,2.40E-11,1.56E-11,2.41E-11
6141.022809,1.06E-11,2.55E-05,1.06E-11,2.50E-05,6125.68822,7.61E-12,2.28E-11,1.43E-11,2.43E-11
6142.03004,1.13E-11,2.40E-05,1.06E-11,2.42E-05,6126.639286,8.37E-12,2.26E-11,1.35E-11,2.36E-11
6142.997639,1.15E-11,2.36E-05,1.15E-11,2.45E-05,6127.613378,8.30E-12,2.24E-11,1.37E-11,2.31E-11
6143.968461,1.10E-11,2.38E-05,1.11E-11,2.40E-05,6128.584956,8.26E-12,2.37E-11,1.41E-11,2.37E-11
6144.91628,1.06E-11,2.35E-05,1.12E-11,2.37E-05,6129.567451,7.03E-12,2.29E-11,1.58E-11,2.44E-11
6145.892895,1.08E-11,2.30E-05,1.14E-11,2.41E-05,6130.528994,5.68E-12,2.19E-11,1.60E-11,2.40E-11
6146.844415,1.13E-11,2.31E-05,1.09E-11,2.35E-05,6131.530097,6.41E-12,2.36E-11,1.42E-11,2.38E-11
6147.818787,1.16E-11,2.29E-05,1.05E-11,2.32E-05,6132.493907,7.66E-12,2.18E-11,1.36E-11,2.40E-11
6148.759439,1.12E-11,2.43E-05,1.14E-11,2.49E-05,6133.475879,8.51E-12,2.25E-11,1.48E-11,2.43E-11
6149.740862,1.07E-11,2.50E-05,1.20E-11,2.59E-05,6134.449536,8.44E-12,2.31E-11,1.53E-11,2.33E-11
6150.717978,1.03E-11,2.27E-05,1.19E-11,2.54E-05,6135.431525,8.33E-12,2.25E-11,1.44E-11,2.36E-11
6151.675577,1.05E-11,2.33E-05,1.12E-11,2.52E-05,6136.420609,7.82E-12,2.29E-11,1.44E-11,2.35E-11
6152.626607,1.13E-11,2.37E-05,1.11E-11,2.48E-05,6137.373791,7.58E-12,2.19E-11,1.46E-11,2.44E-11
6153.603747,1.11E-11,2.38E-05,1.07E-11,2.47E-05,6138.366069,7.35E-12,2.25E-11,1.43E-11,2.40E-11
6154.592152,1.10E-11,2.38E-05,1.01E-11,2.46E-05,6139.326433,7.47E-12,2.37E-11,1.50E-11,2.35E-11
6155.558784,1.01E-11,2.43E-05,1.13E-11,2.51E-05,6140.29761,7.50E-12,2.35E-11,1.41E-11,2.33E-11
6156.556002,1.04E-11,2.32E-05,1.06E-11,2.59E-05,6141.269756,8.02E-12,2.35E-11,1.36E-11,2.41E-11
6157.498046,1.12E-11,2.36E-05,1.16E-11,2.42E-05,6142.251644,7.77E-12,2.27E-11,1.40E-11,2.47E-11
6158.494757,1.11E-11,2.32E-05,1.04E-11,2.32E-05,6143.202099,8.81E-12,2.25E-11,1.43E-11,2.51E-11
6159.456297,1.16E-11,2.32E-05,1.03E-11,2.44E-05,6144.183588,8.02E-12,2.43E-11,1.52E-11,2.54E-11
6160.419776,1.17E-11,2.38E-05,1.23E-11,2.47E-05,6145.174388,6.87E-12,2.06E-11,1.48E-11,2.55E-11
6161.380367,1.08E-11,2.28E-05,1.21E-11,2.49E-05,6146.125514,7.17E-12,2.21E-11,1.63E-11,2.43E-11
6162.36131,1.04E-11,2.21E-05,1.21E-11,2.32E-05,6147.141287,7.84E-12,2.43E-11,1.48E-11,2.41E-11
6163.33878,1.04E-11,2.27E-05,1.19E-11,2.43E-05,6148.112134,8.65E-12,2.42E-11,1.44E-11,2.44E-11
6164.309071,1.10E-11,2.34E-05,1.14E-11,2.46E-05,6149.072689,8.51E-12,2.23E-11,1.61E-11,2.49E-11
6165.29351,1.14E-11,2.35E-05,1.18E-11,2.49E-05,6150.024904,7.90E-12,2.45E-11,1.43E-11,2.28E-11
6166.270849,1.10E-11,2.44E-05,1.15E-11,2.41E-05,6150.998423,7.98E-12,2.28E-11,1.37E-11,2.26E-11
6167.241479,1.10E-11,2.55E-05,1.24E-11,2.50E-05,6151.991218,7.68E-12,2.38E-11,1.52E-11,2.36E-11
6168.21963,1.08E-11,2.37E-05,1.26E-11,2.44E-05,6152.962449,7.08E-12,2.32E-11,1.51E-11,2.47E-11
6169.196785,1.10E-11,2.38E-05,1.13E-11,2.38E-05,6153.955645,7.48E-12,2.19E-11,1.50E-11,2.45E-11
6170.154568,1.12E-11,2.47E-05,1.11E-11,2.52E-05,6154.917311,8.29E-12,2.06E-11,1.61E-11,2.51E-11
6171.123089,1.08E-11,2.46E-05,1.14E-11,2.57E-05,6155.869636,8.06E-12,2.17E-11,1.61E-11,2.50E-11
6172.139458,1.05E-11,2.47E-05,1.10E-11,2.53E-05,6156.853266,8.06E-12,2.30E-11,1.61E-11,2.47E-11
6173.107404,1.07E-11,2.53E-05,1.11E-11,2.51E-05,6157.80454,8.37E-12,2.17E-11,1.53E-11,2.48E-11
6174.067152,1.13E-11,2.42E-05,1.08E-11,2.45E-05,6158.774587,8.34E-12,2.26E-11,1.51E-11,2.39E-11
6175.024684,1.10E-11,2.37E-05,1.10E-11,2.41E-05,6159.734602,8.30E-12,2.35E-11,1.52E-11,2.31E-11
6175.995924,1.22E-11,2.22E-05,1.13E-11,2.40E-05,6160.694604,7.76E-12,2.36E-11,1.54E-11,2.43E-11
6176.975276,1.15E-11,2.41E-05,1.14E-11,2.40E-05,6161.654365,7.87E-12,2.43E-11,1.58E-11,2.42E-11
6177.940783,1.04E-11,2.39E-05,1.10E-11,2.44E-05,6162.617558,7.73E-12,2.36E-11,1.45E-11,2.43E-11
6178.922536,1.01E-11,2.32E-05,9.89E-12,2.35E-05,6163.590006,8.02E-12,2.22E-11,1.41E-11,2.46E-11
6179.87969,1.07E-11,2.37E-05,1.06E-11,2.39E-05,6164.550219,8.50E-12,2.29E-11,1.48E-11,2.43E-11
6180.897346,1.05E-11,2.30E-05,1.08E-11,2.43E-05,6165.511069,8.35E-12,2.25E-11,1.45E-11,2.44E-11
6181.867579,1.07E-11,2.31E-05,1.11E-11,2.33E-05,6166.47621,8.38E-12,2.37E-11,1.36E-11,2.33E-11
6182.8351,1.12E-11,2.34E-05,1.10E-11,2.35E-05,6167.455857,8.01E-12,2.30E-11,1.59E-11,2.35E-11
6183.812958,1.14E-11,2.32E-05,1.07E-11,2.47E-05,6168.418201,6.79E-12,2.22E-11,1.49E-11,2.42E-11
6184.780772,1.17E-11,2.33E-05,1.13E-11,2.42E-05,6169.369533,6.68E-12,2.40E-11,1.61E-11,2.39E-11
6185.777489,1.09E-11,2.38E-05,1.12E-11,2.51E-05,6170.341171,7.20E-12,2.42E-11,1.58E-11,2.32E-11
6186.730725,1.10E-11,2.41E-05,1.14E-11,2.45E-05,6171.281192,7.52E-12,2.37E-11,1.43E-11,2.33E-11
6187.722646,1.12E-11,2.33E-05,1.21E-11,2.51E-05,6172.241385,7.28E-12,2.62E-11,1.47E-11,2.37E-11
6188.697132,1.11E-11,2.37E-05,1.19E-11,2.49E-05,6173.201828,7.40E-12,2.44E-11,1.56E-11,2.43E-11
6189.674273,1.16E-11,2.37E-05,1.12E-11,2.42E-05,6174.161821,7.10E-12,2.39E-11,1.44E-11,2.35E-11
6190.624586,1.11E-11,2.29E-05,1.07E-11,2.41E-05,6175.131842,6.74E-12,2.42E-11,1.44E-11,2.32E-11
6191.596632,1.06E-11,2.34E-05,1.12E-11,2.44E-05,6176.091864,8.19E-12,2.27E-11,1.52E-11,2.37E-11
6192.561254,1.14E-11,2.57E-05,1.17E-11,2.45E-05,6177.071885,7.94E-12,2.30E-11,1.54E-11,2.33E-11
6193.530798,1.09E-11,2.33E-05,1.01E-11,2.39E-05,6178.041907,8.11E-12,2.42E-11,1.64E-11,2.36E-11
6194.518564,1.04E-11,2.41E-05,1.10E-11,2.41E-05,6179.001973,7.74E-12,2.43E-11,1.55E-11,2.43E-11
6195.496273,1.02E-11,2.34E-05,1.19E-11,2.39E-05,6179.962682,7.58E-12,2.36E-11,1.44E-11,2.47E-11
6196.482718,1.06E-11,2.44E-05,1.07E-11,2.30E-05,6180.922424,7.31E-12,2.46E-11,1.46E-11,2.36E-11
6197.440247,1.10E-11,2.27E-05,9.91E-12,2.32E-05,6181.882458,6.86E-12,2.33E-11,1.53E-11,2.33E-11
6198.417816,1.14E-11,2.28E-05,1.06E-11,2.49E-05,6182.833797,7.04E-12,2.34E-11,1.57E-11,2.43E-11
6199.385544,1.07E-11,2.37E-05,1.16E-11,2.50E-05,6183.795293,7.55E-12,2.46E-11,1.53E-11,2.46E-11
6200.367751,1.06E-11,2.36E-05,1.10E-11,2.41E-05,6184.766526,7.56E-12,2.56E-11,1.48E-11,2.48E-11
6201.364443,1.09E-11,2.32E-05,1.20E-11,2.38E-05,6185.74813,7.78E-12,2.49E-11,1.42E-11,2.43E-11
6202.341772,1.10E-11,2.38E-05,1.17E-11,2.40E-05,6186.700422,7.94E-12,2.18E-11,1.50E-11,2.43E-11
6203.319702,1.03E-11,2.40E-05,1.09E-11,2.35E-05,6187.710151,7.94E-12,2.16E-11,1.44E-11,2.46E-11
6204.307935,1.02E-11,2.25E-05,1.04E-11,2.40E-05,6188.681298,8.25E-12,2.33E-11,1.36E-11,2.41E-11
6205.294682,1.05E-11,2.44E-05,1.07E-11,2.38E-05,6189.671734,8.08E-12,2.28E-11,1.39E-11,2.36E-11
6206.270982,1.07E-11,2.46E-05,1.10E-11,2.43E-05,6190.632623,8.94E-12,2.34E-11,1.51E-11,2.37E-11
6207.232883,1.05E-11,2.49E-05,1.09E-11,2.44E-05,6191.593449,8.25E-12,2.14E-11,1.41E-11,2.48E-11
6208.211777,1.11E-11,2.46E-05,1.09E-11,2.41E-05,6192.544462,7.90E-12,2.28E-11,1.39E-11,2.43E-11
6209.187983,1.09E-11,2.30E-05,1.05E-11,2.38E-05,6193.527608,7.85E-12,2.39E-11,1.41E-11,2.40E-11
6210.13513,1.14E-11,2.34E-05,1.14E-11,2.36E-05,6194.498406,7.57E-12,2.39E-11,1.53E-11,2.42E-11
6211.093353,1.09E-11,2.43E-05,1.15E-11,2.38E-05,6195.45168,7.28E-12,2.46E-11,1.52E-11,2.41E-11
6212.063891,1.11E-11,2.54E-05,1.11E-11,2.37E-05,6196.424343,7.90E-12,2.26E-11,1.34E-11,2.46E-11
6213.051123,1.22E-11,2.39E-05,1.05E-11,2.37E-05,6197.385582,8.56E-12,2.26E-11,1.36E-11,2.46E-11
6214.018377,1.16E-11,2.14E-05,9.96E-12,2.39E-05,6198.356721,7.69E-12,2.23E-11,1.47E-11,2.45E-11
6215.026096,1.04E-11,2.40E-05,1.01E-11,2.50E-05,6199.318197,7.87E-12,2.14E-11,1.50E-11,2.42E-11
6216.002118,1.04E-11,2.46E-05,1.14E-11,2.55E-05,6200.311135,9.11E-12,2.26E-11,1.43E-11,2.44E-11
6216.967677,1.08E-11,2.49E-05,1.16E-11,2.50E-05,6201.265431,8.60E-12,2.33E-11,1.37E-11,2.50E-11
6217.944581,1.14E-11,2.48E-05,1.11E-11,2.47E-05,6202.280596,7.83E-12,2.32E-11,1.45E-11,2.43E-11
6218.932454,1.08E-11,2.42E-05,1.04E-11,2.43E-05,6203.233064,7.34E-12,2.48E-11,1.53E-11,2.40E-11
6219.909977,1.09E-11,2.30E-05,1.14E-11,2.39E-05,6204.205727,7.21E-12,2.38E-11,1.60E-11,2.41E-11
6220.89823,1.03E-11,2.32E-05,1.07E-11,2.35E-05,6205.187693,7.68E-12,2.13E-11,1.64E-11,2.36E-11
6221.874446,1.04E-11,2.43E-05,1.07E-11,2.46E-05,6206.140346,7.27E-12,2.30E-11,1.61E-11,2.41E-11
6222.822616,1.07E-11,2.39E-05,1.06E-11,2.52E-05,6207.117357,8.32E-12,2.25E-11,1.52E-11,2.44E-11
6223.794697,1.08E-11,2.55E-05,1.13E-11,2.44E-05,6208.079007,8.47E-12,2.36E-11,1.54E-11,2.45E-11
6224.756775,1.08E-11,2.26E-05,1.07E-11,2.39E-05,6209.060278,7.34E-12,2.25E-11,1.41E-11,2.43E-11
6225.731539,1.20E-11,2.38E-05,1.07E-11,2.47E-05,6210.042558,7.67E-12,2.15E-11,1.45E-11,2.41E-11
6226.702492,1.18E-11,2.45E-05,1.05E-11,2.49E-05,6211.023978,7.21E-12,2.35E-11,1.50E-11,2.40E-11
6227.675074,1.10E-11,2.39E-05,1.16E-11,2.40E-05,6212.001591,7.31E-12,2.24E-11,1.52E-11,2.40E-11
6228.630883,1.15E-11,2.24E-05,1.13E-11,2.35E-05,6212.973484,7.09E-12,2.17E-11,1.48E-11,2.42E-11
6229.612537,1.11E-11,2.24E-05,1.05E-11,2.36E-05,6213.964009,8.01E-12,2.29E-11,1.53E-11,2.46E-11
6230.598851,1.07E-11,2.40E-05,1.14E-11,2.46E-05,6214.924805,8.45E-12,2.36E-11,1.44E-11,2.43E-11
6231.564638,1.09E-11,2.62E-05,1.12E-11,2.48E-05,6215.936765,8.50E-12,2.51E-11,1.32E-11,2.40E-11
6232.546988,1.17E-11,2.66E-05,1.13E-11,2.40E-05,6216.887634,7.75E-12,2.41E-11,1.38E-11,2.43E-11
6233.520608,1.20E-11,2.50E-05,1.10E-11,2.47E-05,6217.84868,7.31E-12,2.33E-11,1.39E-11,2.43E-11
6234.481709,1.12E-11,2.44E-05,1.02E-11,2.45E-05,6218.809605,7.46E-12,2.21E-11,1.35E-11,2.48E-11
6235.440136,1.11E-11,2.38E-05,1.05E-11,2.54E-05,6219.780226,8.30E-12,2.35E-11,1.47E-11,2.34E-11
6236.390186,1.13E-11,2.39E-05,1.16E-11,2.41E-05,6220.75228,8.37E-12,2.38E-11,1.40E-11,2.44E-11
6237.338344,1.16E-11,2.33E-05,1.09E-11,2.41E-05,6221.729956,8.37E-12,2.46E-11,1.38E-11,2.51E-11
6238.329591,1.14E-11,2.36E-05,1.11E-11,2.48E-05,6222.742125,8.74E-12,2.39E-11,1.42E-11,2.42E-11
6239.290363,1.19E-11,2.31E-05,1.17E-11,2.54E-05,6223.696113,8.60E-12,2.25E-11,1.49E-11,2.42E-11
6240.25747,1.19E-11,2.31E-05,1.16E-11,2.53E-05,6224.690826,9.20E-12,2.28E-11,1.50E-11,2.35E-11
6241.265971,1.16E-11,2.22E-05,1.08E-11,2.41E-05,6225.662041,8.65E-12,2.19E-11,1.49E-11,2.31E-11
6242.233279,1.14E-11,2.30E-05,1.15E-11,2.40E-05,6226.622241,8.38E-12,2.17E-11,1.46E-11,2.35E-11
6243.210122,1.14E-11,2.35E-05,1.18E-11,2.40E-05,6227.575,8.18E-12,2.15E-11,1.47E-11,2.25E-11
6244.168911,1.11E-11,2.18E-05,1.21E-11,2.43E-05,6228.556917,8.16E-12,2.17E-11,1.43E-11,2.35E-11
6245.149793,1.07E-11,2.22E-05,1.25E-11,2.44E-05,6229.508613,7.96E-12,2.22E-11,1.48E-11,2.34E-11
6246.115891,1.06E-11,2.49E-05,1.18E-11,2.37E-05,6230.489743,7.38E-12,2.40E-11,1.52E-11,2.36E-11
6247.083092,1.07E-11,2.47E-05,1.07E-11,2.40E-05,6231.474208,7.74E-12,2.51E-11,1.60E-11,2.35E-11
6248.043954,1.10E-11,2.47E-05,9.89E-12,2.51E-05,6232.448478,8.68E-12,2.37E-11,1.57E-11,2.50E-11
6249.011712,1.11E-11,2.25E-05,1.09E-11,2.51E-05,6233.441866,9.10E-12,2.37E-11,1.50E-11,2.32E-11
6249.988958,1.15E-11,2.39E-05,9.71E-12,2.47E-05,6234.394313,8.46E-12,2.32E-11,1.39E-11,2.43E-11
6250.961882,1.07E-11,2.47E-05,1.06E-11,2.47E-05,6235.355303,8.14E-12,2.28E-11,1.42E-11,2.45E-11
6251.907357,1.22E-11,2.34E-05,1.07E-11,2.38E-05,6236.315716,7.93E-12,2.26E-11,1.55E-11,2.47E-11
6252.874199,1.14E-11,2.34E-05,1.04E-11,2.43E-05,6237.285766,7.52E-12,2.39E-11,1.51E-11,2.44E-11
6253.825551,1.20E-11,2.34E-05,1.05E-11,2.45E-05,6238.249886,7.05E-12,2.52E-11,1.48E-11,2.40E-11
6254.793359,1.16E-11,2.46E-05,1.14E-11,2.45E-05,6239.220856,6.97E-12,2.39E-11,1.49E-11,2.40E-11
6255.791937,1.10E-11,2.49E-05,1.02E-11,2.47E-05,6240.202511,7.59E-12,2.41E-11,1.43E-11,2.46E-11
6256.757379,1.17E-11,2.52E-05,1.12E-11,2.42E-05,6241.153594,8.06E-12,2.34E-11,1.41E-11,2.51E-11
6257.734921,1.14E-11,2.35E-05,1.06E-11,2.46E-05,6242.145721,7.42E-12,2.14E-11,1.50E-11,2.54E-11
6258.692442,1.14E-11,2.33E-05,1.13E-11,2.43E-05,6243.10899,7.48E-12,2.29E-11,1.50E-11,2.45E-11
6259.683794,1.11E-11,2.31E-05,1.12E-11,2.39E-05,6244.091387,7.77E-12,2.08E-11,1.48E-11,2.45E-11
6260.661959,1.18E-11,2.39E-05,1.08E-11,2.42E-05,6245.053102,8.13E-12,2.39E-11,1.45E-11,2.38E-11
6261.6291,1.15E-11,2.49E-05,1.13E-11,2.42E-05,6246.045175,8.41E-12,2.34E-11,1.58E-11,2.38E-11
6262.626112,1.09E-11,2.46E-05,1.13E-11,2.54E-05,6247.007992,7.94E-12,2.22E-11,1.43E-11,2.38E-11
6263.578852,1.09E-11,2.48E-05,1.17E-11,2.46E-05,6247.979061,7.41E-12,2.18E-11,1.50E-11,2.39E-11
6264.555241,1.11E-11,2.32E-05,1.12E-11,2.42E-05,6248.940187,8.12E-12,2.07E-11,1.39E-11,2.43E-11
6265.532557,1.13E-11,2.49E-05,1.14E-11,2.35E-05,6249.912654,8.60E-12,2.30E-11,1.34E-11,2.43E-11
6266.512444,1.18E-11,2.41E-05,1.01E-11,2.49E-05,6250.873584,7.79E-12,2.33E-11,1.46E-11,2.44E-11
6267.490052,1.14E-11,2.37E-05,1.03E-11,2.56E-05,6251.837875,7.49E-12,2.10E-11,1.47E-11,2.40E-11
6268.437126,1.13E-11,2.46E-05,1.12E-11,2.47E-05,6252.830911,7.67E-12,2.31E-11,1.40E-11,2.40E-11
6269.415435,1.04E-11,2.53E-05,1.11E-11,2.44E-05,6253.812594,8.04E-12,2.29E-11,1.38E-11,2.38E-11
6270.383112,1.12E-11,2.31E-05,1.16E-11,2.41E-05,6254.793643,7.77E-12,2.26E-11,1.44E-11,2.35E-11
6271.374383,1.14E-11,2.39E-05,1.17E-11,2.42E-05,6255.775546,7.18E-12,2.29E-11,1.49E-11,2.46E-11
6272.350812,1.11E-11,2.46E-05,1.12E-11,2.45E-05,6256.74941,7.65E-12,2.33E-11,1.45E-11,2.49E-11
6273.339113,1.11E-11,2.48E-05,1.14E-11,2.43E-05,6257.732508,9.03E-12,2.39E-11,1.58E-11,2.41E-11
6274.306575,1.05E-11,2.46E-05,1.04E-11,2.42E-05,6258.714432,9.01E-12,2.23E-11,1.55E-11,2.39E-11
6275.276062,1.12E-11,2.29E-05,1.04E-11,2.42E-05,6259.704769,8.41E-12,2.07E-11,1.42E-11,2.41E-11
6276.244184,1.15E-11,2.38E-05,1.08E-11,2.35E-05,6260.665248,7.64E-12,2.24E-11,1.42E-11,2.48E-11
6277.215074,1.12E-11,2.36E-05,1.05E-11,2.37E-05,6261.630055,7.23E-12,2.40E-11,1.48E-11,2.47E-11
6278.192477,1.08E-11,2.31E-05,1.09E-11,2.44E-05,6262.612484,7.95E-12,2.28E-11,1.39E-11,2.55E-11
6279.160263,1.08E-11,2.39E-05,1.19E-11,2.42E-05,6263.564188,7.97E-12,2.36E-11,1.44E-11,2.58E-11
6280.141192,1.08E-11,2.39E-05,1.07E-11,2.48E-05,6264.557391,8.16E-12,2.23E-11,1.61E-11,2.56E-11
6281.098744,1.14E-11,2.55E-05,1.09E-11,2.39E-05,6265.519418,8.20E-12,2.27E-11,1.65E-11,2.36E-11
6282.099274,1.10E-11,2.34E-05,1.21E-11,2.34E-05,6266.501952,7.59E-12,2.39E-11,1.53E-11,2.29E-11
6283.069812,1.09E-11,2.35E-05,1.23E-11,2.41E-05,6267.484348,7.43E-12,2.29E-11,1.54E-11,2.37E-11
6284.035375,1.02E-11,2.40E-05,1.20E-11,2.40E-05,6268.457671,7.71E-12,2.54E-11,1.54E-11,2.47E-11
6285.005408,1.06E-11,2.32E-05,1.09E-11,2.46E-05,6269.409755,6.99E-12,2.35E-11,1.50E-11,2.43E-11
6285.957963,1.09E-11,2.32E-05,1.13E-11,2.39E-05,6270.371967,6.70E-12,2.20E-11,1.41E-11,2.40E-11
6286.95393,1.11E-11,2.26E-05,1.08E-11,2.40E-05,6271.34177,7.91E-12,2.19E-11,1.47E-11,2.41E-11
6287.908639,1.07E-11,2.38E-05,1.16E-11,2.44E-05,6272.323621,7.12E-12,2.12E-11,1.47E-11,2.42E-11
6288.918653,1.08E-11,2.41E-05,1.17E-11,2.54E-05,6273.296688,7.04E-12,2.30E-11,1.50E-11,2.45E-11
6289.900043,1.09E-11,2.39E-05,1.06E-11,2.55E-05,6274.257102,8.15E-12,2.38E-11,1.52E-11,2.49E-11
6290.870305,1.14E-11,2.32E-05,1.05E-11,2.46E-05,6275.240076,7.78E-12,2.19E-11,1.55E-11,2.40E-11
6291.857668,1.12E-11,2.36E-05,1.04E-11,2.40E-05,6276.202487,7.34E-12,2.30E-11,1.41E-11,2.46E-11
6292.835524,1.11E-11,2.36E-05,1.05E-11,2.47E-05,6277.204236,7.85E-12,2.43E-11,1.40E-11,2.43E-11
6293.822711,1.20E-11,2.49E-05,1.09E-11,2.50E-05,6278.186473,8.50E-12,2.45E-11,1.50E-11,2.44E-11
6294.773276,1.15E-11,2.46E-05,1.20E-11,2.43E-05,6279.137335,8.83E-12,2.42E-11,1.53E-11,2.38E-11
6295.751351,1.21E-11,2.37E-05,1.28E-11,2.46E-05,6280.118192,7.98E-12,2.45E-11,1.51E-11,2.31E-11
6296.718616,1.06E-11,2.35E-05,1.17E-11,2.46E-05,6281.070145,8.11E-12,2.36E-11,1.43E-11,2.45E-11
6297.67623,1.00E-11,2.39E-05,1.16E-11,2.48E-05,6282.063312,8.98E-12,2.34E-11,1.47E-11,2.37E-11
6298.643898,1.13E-11,2.37E-05,1.09E-11,2.46E-05,6283.035168,8.90E-12,2.34E-11,1.49E-11,2.33E-11
6299.604537,1.18E-11,2.40E-05,1.15E-11,2.41E-05,6284.035432,8.24E-12,2.31E-11,1.34E-11,2.39E-11
6300.555655,1.15E-11,2.48E-05,1.12E-11,2.35E-05,6285.007626,7.64E-12,2.33E-11,1.37E-11,2.40E-11
6301.533224,1.12E-11,2.50E-05,1.17E-11,2.44E-05,6285.9592,7.91E-12,2.39E-11,1.56E-11,2.35E-11
6302.540374,1.13E-11,2.50E-05,1.08E-11,2.48E-05,6286.933954,8.50E-12,2.23E-11,1.58E-11,2.39E-11
6303.507978,1.03E-11,2.31E-05,1.18E-11,2.40E-05,6287.915209,8.81E-12,2.14E-11,1.56E-11,2.39E-11
6304.498202,1.00E-11,2.30E-05,1.05E-11,2.35E-05,6288.905976,8.47E-12,2.38E-11,1.48E-11,2.39E-11
6305.493452,1.07E-11,2.43E-05,1.06E-11,2.44E-05,6289.856783,7.58E-12,2.37E-11,1.46E-11,2.43E-11
6306.46356,1.16E-11,2.27E-05,1.04E-11,2.32E-05,6290.847748,8.41E-12,2.28E-11,1.53E-11,2.42E-11
6307.461716,1.13E-11,2.39E-05,1.16E-11,2.38E-05,6291.804024,8.95E-12,2.39E-11,1.45E-11,2.43E-11
6308.413551,1.10E-11,2.42E-05,1.13E-11,2.42E-05,6292.78677,8.43E-12,2.47E-11,1.36E-11,2.58E-11
6309.409182,1.03E-11,2.45E-05,1.01E-11,2.42E-05,6293.738706,8.35E-12,2.42E-11,1.52E-11,2.42E-11
6310.398406,1.04E-11,2.48E-05,9.68E-12,2.44E-05,6294.712298,8.79E-12,2.56E-11,1.44E-11,2.44E-11
6311.354443,9.48E-12,2.51E-05,9.54E-12,2.49E-05,6295.693524,7.65E-12,2.39E-11,1.44E-11,2.41E-11
6312.335279,1.07E-11,2.47E-05,9.49E-12,2.46E-05,6296.645927,8.34E-12,2.27E-11,1.49E-11,2.38E-11
6313.312782,1.03E-11,2.42E-05,1.12E-11,2.41E-05,6297.625918,8.11E-12,2.28E-11,1.50E-11,2.40E-11
6314.299754,1.02E-11,2.34E-05,1.17E-11,2.41E-05,6298.595978,8.67E-12,2.25E-11,1.56E-11,2.40E-11
6315.25823,1.13E-11,2.26E-05,1.21E-11,2.46E-05,6299.567167,7.99E-12,2.30E-11,1.44E-11,2.44E-11
6316.22742,1.13E-11,2.40E-05,1.20E-11,2.41E-05,6300.549713,8.32E-12,2.24E-11,1.55E-11,2.46E-11
6317.165166,1.13E-11,2.40E-05,1.12E-11,2.39E-05,6301.536831,8.67E-12,2.25E-11,1.51E-11,2.35E-11
6318.132409,1.15E-11,2.40E-05,1.07E-11,2.34E-05,6302.508748,8.06E-12,2.22E-11,1.47E-11,2.41E-11
6319.08011,1.15E-11,2.43E-05,1.14E-11,2.39E-05,6303.470007,7.35E-12,2.27E-11,1.52E-11,2.36E-11
6320.081541,1.14E-11,2.56E-05,1.17E-11,2.35E-05,6304.424097,7.08E-12,2.30E-11,1.41E-11,2.44E-11
6321.039219,1.08E-11,2.42E-05,1.23E-11,2.40E-05,6305.407335,7.66E-12,2.26E-11,1.36E-11,2.42E-11
6322.007506,1.12E-11,2.23E-05,1.18E-11,2.35E-05,6306.379183,7.67E-12,2.32E-11,1.41E-11,2.36E-11
6322.96473,1.16E-11,2.40E-05,1.12E-11,2.38E-05,6307.330876,8.13E-12,2.34E-11,1.47E-11,2.44E-11
6323.931727,1.16E-11,2.34E-05,1.13E-11,2.40E-05,6308.322584,8.03E-12,2.25E-11,1.50E-11,2.42E-11
6324.883732,1.14E-11,2.23E-05,1.12E-11,2.44E-05,6309.294503,7.72E-12,2.32E-11,1.51E-11,2.44E-11
6325.8703,1.13E-11,2.41E-05,1.03E-11,2.42E-05,6310.29092,7.35E-12,2.31E-11,1.51E-11,2.38E-11
6326.827531,1.11E-11,2.42E-05,1.05E-11,2.48E-05,6311.252199,7.92E-12,2.32E-11,1.44E-11,2.39E-11
6327.773907,1.12E-11,2.54E-05,1.08E-11,2.57E-05,6312.203415,8.67E-12,2.30E-11,1.42E-11,2.41E-11
6328.725474,1.15E-11,2.41E-05,1.13E-11,2.56E-05,6313.18571,8.56E-12,2.38E-11,1.48E-11,2.41E-11
6329.712773,1.10E-11,2.47E-05,1.09E-11,2.51E-05,6314.138425,8.53E-12,2.41E-11,1.44E-11,2.42E-11
6330.670573,1.09E-11,2.57E-05,1.11E-11,2.50E-05,6315.100569,7.69E-12,2.44E-11,1.37E-11,2.44E-11
6331.628149,1.22E-11,2.10E-05,1.18E-11,2.37E-05,6316.072224,7.77E-12,2.27E-11,1.46E-11,2.49E-11
6332.605671,1.16E-11,2.14E-05,1.27E-11,2.36E-05,6317.045464,7.50E-12,2.22E-11,1.48E-11,2.44E-11
6333.55296,1.16E-11,2.18E-05,1.22E-11,2.43E-05,6318.017344,7.29E-12,2.23E-11,1.39E-11,2.41E-11
6334.503285,1.11E-11,2.47E-05,1.11E-11,2.51E-05,6319.008196,8.53E-12,2.19E-11,1.41E-11,2.37E-11
6335.488374,1.03E-11,2.59E-05,1.13E-11,2.52E-05,6319.990638,7.78E-12,2.27E-11,1.48E-11,2.37E-11
6336.448595,1.19E-11,2.35E-05,1.07E-11,2.41E-05,6320.973569,8.49E-12,2.40E-11,1.36E-11,2.35E-11
